ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
P22202	5.44833701361069	30.0013601679984	7.99599769551588	4.23838041838377e-05	0.000714049377258929	2.32047217668483
P32590	4.48112855508354	28.6796814003404	20.5649825088586	3.03907330064001e-08	1.19055696552573e-05	9.8408045768836
P33327	4.45214493726075	27.0748000459398	11.2036331297935	3.44553879667064e-06	0.000149976647066191	5.01291938071689
P11986	3.95565196497138	29.3612269104745	12.7521390013302	1.27817565812649e-06	9.10409661947366e-05	6.06007443137104
Q03148	3.9050993763289	27.4429707103986	18.2526677807932	7.79324339593421e-08	1.67813982877726e-05	8.92147429199705
P22943	3.73456446792661	31.8726325486492	16.1250082209774	2.06288825784386e-07	3.40267989478035e-05	7.94495688371335
P16547	3.59147113418667	26.8932309963201	6.03614284978378	0.000303447650665888	0.00245737709867415	0.190256093052231
P53076	3.31061275424085	24.8458892180369	10.4179172274681	5.9785233686418e-06	0.000225743279967752	4.42599277308899
P53615	3.17815156909817	32.226838708839	9.15194208081501	1.57600644466685e-05	0.000379938784429686	3.38706009864108
P38804	3.16848539633351	27.6511729628833	11.1176919069292	3.65340385005431e-06	0.000156846132411921	4.95068316059988
Q12329	3.16040641341099	29.6807423525129	19.2177247145341	5.19146492007754e-08	1.42528489752065e-05	9.32140777515618
P38616	3.11581690435069	30.133996670743	11.2488767015663	3.34144154863526e-06	0.000147494053710182	5.04549736309132
P00360	2.80143573351191	28.9415910537962	10.4549143883968	5.82066620695828e-06	0.000222463023080576	4.45456177643615
P38314	2.6890459832594	27.6950707525561	6.65462330346457	0.000155813103259211	0.00160631008425778	0.911841118646713
Q12428	2.53680158732657	25.7148028084029	5.68383234955169	0.000453074243114083	0.00316949704892754	-0.243308345651844
Q04792	2.45292918792277	26.2994701907685	19.09646967502	5.45737676140644e-08	1.42528489752065e-05	9.27249440889196
P33324	2.29049947333946	26.7815515467085	8.50317918348487	2.70890305190099e-05	0.000537322921813778	2.80369167245906
P31539	2.25713877081158	34.3494830335681	27.3316373379364	3.1723303219334e-09	2.21839589386652e-06	11.9144041558736
P38691	2.1688223178238	26.5654281754976	11.2718108826101	3.2900196787074e-06	0.000147494053710182	5.06196260828169
Q02979	2.16403735252034	27.6539321288617	6.30069842854471	0.000226894047116288	0.00205516168688568	0.50492833752458
P14065	2.12566884028404	29.0408015181492	5.33383280980539	0.000685733332109514	0.00422217733365661	-0.690995758904415
P07991	2.08268121233221	29.8527340196802	28.3659697003157	2.35916188069992e-09	2.21839589386652e-06	12.1694299664434
P25569	2.07901570252752	26.0111590656658	5.33446177297858	0.000685212574075167	0.00422217733365661	-0.690175774978264
P38929	2.07788604311555	25.3702176846528	11.5705157943477	2.69510642787833e-06	0.000127219847838904	5.27347155455011
P23180	2.05905302768596	28.641072985153	18.18288392601	8.03193919325429e-08	1.67813982877726e-05	8.89158395223011
P10591	2.04161733064872	35.1796604286845	35.3764974510477	4.04053518982933e-10	1.26630372849251e-06	13.5910832016268
Q03233	2.02776839985167	27.867205196923	12.1634087612533	1.8384073585917e-06	0.000104755793851389	5.67776062957229
Q12198	2.0198331055419	25.9426735238879	3.83580667874313	0.00492153364289039	0.0180691214133093	-2.80321946723816
P02829	1.939637434266	32.9771028093351	26.9588412505753	3.53924041778322e-09	2.21839589386652e-06	11.8190704308661
P18899	1.85926633583615	28.5708479588151	11.6708687912841	2.52303978130823e-06	0.000123550104290937	5.34332742940206
P06182	1.82407219799168	27.0868767206182	3.93617127345932	0.00426879900103372	0.0160654740698264	-2.65214313959717
P32339	1.82246424378563	27.0549253751591	14.6465735354894	4.37097799799133e-07	5.10157899435951e-05	7.17658854390272
P40106	1.81694430155629	29.4598513328451	9.09428121523721	1.65154732979106e-05	0.000394493538963617	3.33670359438346
P33416	1.80763943247052	32.1855973029874	20.0151552745587	3.76546852877308e-08	1.31121981879721e-05	9.63402356218297
Q07551	1.80469835851253	32.331077584447	21.934648539181	1.82369643644205e-08	9.52577438634897e-06	10.3271689755935
P33296	1.80201408701005	26.9337270969768	5.51215478710424	0.000554058834717257	0.00366333415190692	-0.460756531944948
P17709	1.7869966538794	31.8110990363675	14.5325623914477	4.64508878042241e-07	5.19918151351565e-05	7.11384443390868
